# Provenance: branch-only commits touching each file in the migration delta.
# Columns: file <TAB> origin commits (newest first, %h:%an:%s truncated)
src/ck-perf/trace-summary.h	90ef159b9:Laxmikant Kale:trace-summary: self-closing shutdown for reco
src/ck-perf/trace-summaryBOC.h	90ef159b9:Laxmikant Kale:trace-summary: self-closing shutdown for reco
src/conv-ccs/ccs-builtins.C	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/conv-ccs/ccs-builtins.h	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/conv-ccs/conv-ccs.C	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/conv-ccs/conv-ccs.h	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/conv-core/conv-config.h	9301b3787:Sh0g0-1758:hip is hapi now, cuda is also hapi
src/conv-core/conv-rdma.h	c2597d03d:Shourya Goel:fixes to run intermittently
src/conv-core/conv-rdmadevice.C	a68d1efad:Shourya Goel:mpi rget and cached access windows|79ccdda22:shourya goel:isend/irecv for mpi smp|5ecffbb01:shourya goel:a couple patches|82e168d93:Anant Jain:mpi for rdma + ipc for multiple processes per gpu|4c9b86fb9:Anant Jain:working hapi port
src/conv-core/conv-rdmadevice.h	c2597d03d:Shourya Goel:fixes to run intermittently|50d524b37:Sh0g0-1758:Merge branch 'reconverse-support' into hapi_porta|7c0190499:Sh0g0-1758:use lci rdmaget for inter-node gpu comms|a68d1efad:Shourya Goel:mpi rget and cached access windows|79ccdda22:shourya goel:isend/irecv for mpi smp|82e168d93:Anant Jain:mpi for rdma + ipc for multiple processes per gpu
src/conv-core/convcore.C	43f90408f:Aditya Bhosale:Register traceInit function|db242b5e9:Matthias Diener:Merge branch 'main' into reconverse-suport
src/conv-core/converse.h	dba0437c6:Aditya Bhosale:Add registerTraceInit to old converse
src/conv-core/cpuaffinity.C	5ecffbb01:shourya goel:a couple patches
src/conv-core/queueing.h	75bba6989:Ritvik Rao:add charm config|0ac287318:Ritvik Rao:build fixes
src/conv-core/taskqueue.h	83554ea4e:Aditya Bhosale:Add ckloop back to the build
src/libs/ck-libs/ampi/ampi.C	4c9b86fb9:Anant Jain:working hapi port
src/libs/ck-libs/ampi/ampi_functions.h	4c9b86fb9:Anant Jain:working hapi port
src/libs/ck-libs/io/fs_parameters.C	4eea66ea1:Ritvik Rao:rename fs parameters
src/libs/ck-libs/io/fs_parameters.h	75bba6989:Ritvik Rao:add charm config|e9a27a31f:Ritvik Rao:remove unnecessary fortran
src/libs/ck-libs/metis/GKlib/GKlib.h	85dc995c9:Ritvik Rao:move _XOPEN_SOURCE|e337bccd8:Ritvik Rao:New build for reconverse
src/libs/ck-libs/metis/GKlib/gkregex.c	6c8e7c0bc:Ritvik Rao:fix in metis
src/scripts/Make.depends	9e48ce995:Ritvik Rao:merge reconverse changes with lb|52d8b8d73:Advait Tahilyani:Defined new symbols
src/scripts/Makefile	52d8b8d73:Advait Tahilyani:Defined new symbols|5592ca04e:Ritvik Rao:remove memory-default
src/scripts/charmc	98694d42c:Ritvik Rao:Merge branch 'cupti_lb_reconverse_hapi' into reco|e337bccd8:Ritvik Rao:New build for reconverse|9e48ce995:Ritvik Rao:merge reconverse changes with lb|fc46dfd8e:Matthias Diener:restore ckqt, add -lcharm_cxx_utils|ac30904ef:Matthias Diener:fixes for conv-static and LANG_LIBS|c3a9d74a0:Aditya Bhosale:Remove memory mode and thread mode checks and
src/scripts/configure.ac	02ec45859:Ritvik Rao:cmake changes
src/util/charmrun-src/CMakeLists.txt	98694d42c:Ritvik Rao:Merge branch 'cupti_lb_reconverse_hapi' into reco|e337bccd8:Ritvik Rao:New build for reconverse|9e48ce995:Ritvik Rao:merge reconverse changes with lb|5592ca04e:Ritvik Rao:remove memory-default
src/util/charmrun-src/Makefile	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/util/charmrun-src/charmrun.C	98694d42c:Ritvik Rao:Merge branch 'cupti_lb_reconverse_hapi' into reco|e337bccd8:Ritvik Rao:New build for reconverse|9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/util/ckrescale.C	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/util/ckrescale.h	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/util/cmirdmautils.h	fdbe226d2:Ritvik Rao:Fix GPU/CPU build breakage exposed by the hapi me|9301b3787:Sh0g0-1758:hip is hapi now, cuda is also hapi|50d524b37:Sh0g0-1758:Merge branch 'reconverse-support' into hapi_porta|a68d1efad:Shourya Goel:mpi rget and cached access windows|82e168d93:Anant Jain:mpi for rdma + ipc for multiple processes per gpu|4c9b86fb9:Anant Jain:working hapi port
src/util/pup.h	9e48ce995:Ritvik Rao:merge reconverse changes with lb|75bba6989:Ritvik Rao:add charm config|02ec45859:Ritvik Rao:cmake changes
src/util/pup_c.h	7230175cd:Ritvik Rao:remove remaining whitespace|75bba6989:Ritvik Rao:add charm config|02ec45859:Ritvik Rao:cmake changes
src/util/pup_c_functions.h	ee0069da5:Ritvik Rao:functional changes|ff4c71e58:Laxmikant Kale:more whitespace restoration changes|09757bf2a:Advait Tahilyani:Removed mentions of TopoGetDim and added Cm|b273e0830:Ritvik Rao:replace CqsEnqueue with CsdEnqueue
src/util/pup_stl.h	75bba6989:Ritvik Rao:add charm config|e06d2db34:Ritvik Rao:move build forward|02ec45859:Ritvik Rao:cmake changes
src/util/pup_toNetwork.h	9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/util/pup_util.C	fdbe226d2:Ritvik Rao:Fix GPU/CPU build breakage exposed by the hapi me|9301b3787:Sh0g0-1758:hip is hapi now, cuda is also hapi|b3329386e:Shourya Goel:debugging ckactiveobject crash|9e48ce995:Ritvik Rao:merge reconverse changes with lb
src/util/sockRoutines.C	e337bccd8:Ritvik Rao:New build for reconverse
src/util/sockRoutines.h	75bba6989:Ritvik Rao:add charm config|02ec45859:Ritvik Rao:cmake changes
src/util/spanningTree.C	7230175cd:Ritvik Rao:remove remaining whitespace|cf6929540:Laxmikant Kale:Fix whitespace formatting in core source file|52d8b8d73:Advait Tahilyani:Defined new symbols
src/util/spanningTree.h	ee0069da5:Ritvik Rao:functional changes|ff4c71e58:Laxmikant Kale:more whitespace restoration changes|52d8b8d73:Advait Tahilyani:Defined new symbols
src/xlat-i/xi-util.h	e337bccd8:Ritvik Rao:New build for reconverse
tests/ampi/migration/Makefile	9e48ce995:Ritvik Rao:merge reconverse changes with lb
tests/charm++/Makefile	da9a5f2f8:Laxmikant Kale:tests/charm++/qd: repeated CkStartQD without 
tests/charm++/anytime_bcastred/Makefile	cdaf6a4fa:Laxmikant Kale:tests/charm++/anytime_bcastred: anytime migra
tests/charm++/anytime_bcastred/bcastred.C	7030c2ea3:Laxmikant Kale:anytime_bcastred: -B p2p step mode, -w watchd|cdaf6a4fa:Laxmikant Kale:tests/charm++/anytime_bcastred: anytime migra
tests/charm++/anytime_bcastred/bcastred.ci	7030c2ea3:Laxmikant Kale:anytime_bcastred: -B p2p step mode, -w watchd|cdaf6a4fa:Laxmikant Kale:tests/charm++/anytime_bcastred: anytime migra
tests/charm++/qd/Makefile	da9a5f2f8:Laxmikant Kale:tests/charm++/qd: repeated CkStartQD without 
tests/charm++/qd/qdbench.C	e606c3318:Laxmikant Kale:tests/charm++/qd: cliff-diagnosis knobs for q|da9a5f2f8:Laxmikant Kale:tests/charm++/qd: repeated CkStartQD without 
tests/charm++/qd/qdbench.ci	e606c3318:Laxmikant Kale:tests/charm++/qd: cliff-diagnosis knobs for q|da9a5f2f8:Laxmikant Kale:tests/charm++/qd: repeated CkStartQD without 
